,QID,EID,QPA,PAA,IPA,ISA,Label
40360,Mercury_SC_408702,7766-76a3-543e-46e1,1.2,0,0,3.6,0
40361,Mercury_SC_408702,cfb3-f3ae-f0d8-b6ca,0,0,0,0,0
40362,Mercury_SC_408702,5753-2812-04c2-af70,0,0.6,0.3,4.2,0
40363,Mercury_SC_408702,1e89-96d1-bdf8-204e,0,0,0,0,0
40364,Mercury_SC_408702,1fc5-ddc7-1c8e-b374,0,0.6,0.3,4.2,0
40365,Mercury_SC_408702,091e-de33-5241-07bb,0,0,0,0,0
40366,Mercury_SC_408702,9a3a-59a5-976b-aca7,0,0,0,4.8,0
40367,Mercury_SC_408702,d9ca-e581-1fad-e095,0,0,0,0,0
40368,Mercury_SC_408702,2e9d-a602-afd7-3e47,0,0,0,0,0
40369,Mercury_SC_408702,4201-f5ef-6bd3-f5b4,1.2,0,0,3.6,0
40370,Mercury_SC_408702,d780-ac6a-0037-1b59,1.2,0.6,0.3,2.662605242,0
40371,Mercury_SC_408702,c29f-a259-6f77-8880,0,0,0,0,0
40372,Mercury_SC_408702,23e8-c43f-6394-cd30,1.8,0,0,3,0
40373,Mercury_SC_408702,26fe-ab70-b4a4-fe79,1.2,0,0,3.6,0
40374,Mercury_SC_408702,4cdf-2f38-c2ff-daa9,1.8,0,0,3,0
40375,Mercury_SC_408702,f742-384b-744c-10a9,0,0,0,4.8,0
40376,Mercury_SC_408702,a538-175f-9223-d117,0,0,0,4.8,0
40377,Mercury_SC_408702,ed05-7140-7262-f394,1.8,0.6,0.3,2.172651872,0
40378,Mercury_SC_408702,c8c6-5825-8e18-f509,0,0,0,0,0
40379,Mercury_SC_408702,e9e1-2164-9acf-637a,0,0,0,0,0
40380,Mercury_401003,b78b-23bd-d0fc-8d81,1.2,0,0,3.6,1
40381,Mercury_401003,63dd-9207-8bdb-61e9,0,0,0,0,1
40382,Mercury_401003,16ea-bfa4-07c6-c55d,0,0.373784217,0,3.307561436,1
40383,Mercury_401003,f557-1bfc-f95b-375d,0,0,0,0,1
40384,Mercury_401003,10ba-91e7-e31b-c025,0,0,0,0,1
40385,Mercury_401003,d390-3d50-786d-4e9f,0,0,0,4.313506847,1
40386,Mercury_401003,834c-378f-a471-62e0,0,0,0,4.8,1
40387,Mercury_401003,10ce-c060-90b9-b748,0,0,0,4.8,1
40388,Mercury_401003,4253-4b9e-1e5f-1742,0,0,0,2.581686745,1
40389,Mercury_401003,ab30-97e0-586f-d18a,0.6,0,0,3.2,1
40390,Mercury_401003,d0e2-806e-adad-7e98,0.6,0,0,2.58836897,1
40391,Mercury_401003,02d9-f788-cefc-90a5,1.2,0,0,3.6,1
40392,Mercury_401003,d116-6f25-b3ac-7d88,0.6,0,0,3.7,0
40393,Mercury_401003,14bf-bfff-4d12-9f09,0.6,0,0,4.2,0
40394,Mercury_401003,9d44-ecf4-5db1-d8b8,0,0.326215783,0,2.421068284,0
40395,Mercury_401003,6f3e-e326-086d-9541,0.09038906,0,0,2.69038906,0
40396,Mercury_401003,95aa-008a-1446-db3b,0,0,0,2.595577387,0
40397,Mercury_401003,8939-25ca-fb9c-d790,0,0,0,0,0
40398,Mercury_401003,70d9-be39-5c85-8eb7,0,0,0,0,0
40399,Mercury_401003,d36b-ddb0-d3fe-b18f,0,0,0,0,0
40400,Mercury_401003,f816-1655-1cf3-5988,0,0,0,0,0
40401,Mercury_401003,e6db-88b1-24ea-e69f,0,0,0,0,0
40402,Mercury_401003,9842-70ea-d82e-01bf,0,0,0,0,0
40403,Mercury_401003,464e-fb6d-1ff8-2e3a,0,0,0,0,0
40404,Mercury_401003,2a28-d99e-eaf7-0868,0,0.307729915,0,2.425874691,0
40405,Mercury_401003,b3cc-638e-2b2f-df22,0,0,0,0,0
40406,Mercury_401003,1c0e-a081-e0b7-5a99,0,0,0,4.8,0
40407,Mercury_401003,e5e5-2310-290c-6a3f,0,0,0,0,0
40408,Mercury_401003,bb53-e6b9-76fc-c48d,0,0,0,0,0
40409,Mercury_401003,c93c-da5e-b4d9-3441,0,0,0,0,0
40410,NYSEDREGENTS_2009_8_25,267d-7f35-3c8c-380e,0,0.6,0,3.626047139,1
40411,NYSEDREGENTS_2009_8_25,6165-099b-a328-f3ad,0,0,0,0,0
40412,NYSEDREGENTS_2009_8_25,6433-f2de-3946-945e,0,0,0,0,0
40413,NYSEDREGENTS_2009_8_25,a603-7574-10cf-966e,0,0,0,0,0
40414,NYSEDREGENTS_2009_8_25,0671-af0e-d6f3-eacf,0,0,0,4.8,0
40415,NYSEDREGENTS_2009_8_25,4225-4e62-d57e-ea73,0,0.6,0,4.2,0
40416,NYSEDREGENTS_2009_8_25,c857-31f7-5afc-4f91,0,0,0,4.8,0
40417,NYSEDREGENTS_2009_8_25,bbf9-a92e-0ba3-bfd4,0,0,0,4.8,0
40418,NYSEDREGENTS_2009_8_25,123c-6e70-ccd0-1f3d,0,0.6,0,4.2,0
40419,NYSEDREGENTS_2009_8_25,239a-f2cc-8bbb-223e,0,0,0,0,0
40420,NYSEDREGENTS_2009_8_25,d424-0e1d-3c4d-2b61,0,0,0,0,0
40421,NYSEDREGENTS_2009_8_25,af4e-1838-d667-16e7,0.6,0,0,4.2,0
40422,NYSEDREGENTS_2009_8_25,346c-7060-9ad3-5d93,0,0.6,0,4.2,0
40423,NYSEDREGENTS_2009_8_25,5cf8-8920-4274-dde5,0,0,0,0,0
40424,NYSEDREGENTS_2009_8_25,4fc9-5989-d008-dd3e,0.6,0,0,3.547571924,0
40425,NYSEDREGENTS_2009_8_25,d22b-a7bb-0814-9332,0,0,0,0,0
40426,NYSEDREGENTS_2009_8_25,2ca1-e3e5-5ac9-95c7,0,0,0,0,0
40427,NYSEDREGENTS_2009_8_25,12b0-7f93-128f-6965,0,0,0,4.8,0
40428,NYSEDREGENTS_2009_8_25,bd0b-b247-b751-a31e,0,0,0,4.8,0
40429,NYSEDREGENTS_2009_8_25,a2d0-b876-3fc3-5051,0,0.6,0,4.2,0
40430,NYSEDREGENTS_2009_8_25,1b31-08ba-2a30-8dd0,0,0,0,4.8,0
40431,NYSEDREGENTS_2009_8_25,6aa0-5875-fa94-91e5,0,0,0,0,0
40432,NYSEDREGENTS_2009_8_25,ca0b-e856-db79-77df,0.6,0,0,3.303650855,0
40433,NYSEDREGENTS_2009_8_25,fae5-1f95-1138-9bc4,0,0,0,0,0
40434,NYSEDREGENTS_2009_8_25,b608-0f73-125d-284d,0,0,0,0,0
40435,NYSEDREGENTS_2009_8_25,8a39-22a9-a288-6c9c,0,0,0,0,0
40436,NYSEDREGENTS_2009_8_25,c082-5c74-d788-63a8,0,0,0,0,0
40437,NYSEDREGENTS_2009_8_25,b6dc-0128-6657-bcc7,0,0,0,4.023032257,0
40438,NYSEDREGENTS_2009_8_25,f8e4-1af3-719b-20eb,0,0,0,4.419368134,0
40439,NYSEDREGENTS_2009_8_25,a948-3b4d-ac8c-27e6,0,0,0,0,0
40440,LEAP_2006_8_10413,cb97-6e43-5f86-7779,0.6,0.739487604,0,1.851692529,1
40441,LEAP_2006_8_10413,f600-5b56-acbf-75b9,0,0,0,0,0
40442,LEAP_2006_8_10413,5d92-c150-1789-1c17,0,0,0,0,0
40443,LEAP_2006_8_10413,387f-960a-0b40-cf34,0,-0.2,0.9,1.949889115,0
40444,LEAP_2006_8_10413,9997-39e4-b71d-1e0d,0,-0.4,0.9,3.938156601,0
40445,LEAP_2006_8_10413,fa63-f877-e24a-ba31,0,0.6,0,2.863756337,0
40446,LEAP_2006_8_10413,d36b-ddb0-d3fe-b18f,0,0,0,0,0
40447,LEAP_2006_8_10413,bf03-6c3f-868d-8a38,0,0,0,0,0
40448,LEAP_2006_8_10413,f6ad-39ca-e8e1-b1d7,0,0,0,0,0
40449,LEAP_2006_8_10413,720f-6da1-8a89-f546,0,0,0,3.010089287,0
40450,LEAP_2006_8_10413,e235-691b-277c-0115,0,0,0,0,0
40451,LEAP_2006_8_10413,d765-3d1f-fb2d-e9a7,0,0,0,0,0
40452,LEAP_2006_8_10413,b035-14b1-8601-19d0,0,-0.4,0.9,3.938156601,0
40453,LEAP_2006_8_10413,a905-da2f-aa41-2d41,0,-0.4,0.6,3.665588311,0
40454,LEAP_2006_8_10413,7c08-85f6-fae2-8190,0,-0.4,0.6,3.528277001,0
40455,LEAP_2006_8_10413,364c-916c-57f0-8607,0,0,0,3.485737662,0
40456,LEAP_2006_8_10413,e5e5-2310-290c-6a3f,0,0,0,0,0
40457,LEAP_2006_8_10413,c1bf-db54-7c40-a799,0,0,0,3.596747651,0
40458,LEAP_2006_8_10413,78d4-18c9-9484-0154,0,0,0,4.8,0
40459,LEAP_2006_8_10413,480f-c3f9-71e8-eccb,0,0,0,0,0
40460,LEAP_2006_8_10413,5202-4e32-5f36-2e9b,0,0,0,0,0
40461,LEAP_2006_8_10413,501b-0b6d-449d-76ba,0.6,0,0,2.507828428,0
40462,LEAP_2006_8_10413,6d0b-5a2b-14b5-805d,0,0,0,4.8,0
40463,LEAP_2006_8_10413,264f-16ad-34a0-23a1,0,0.6,0,3.722200955,0
40464,LEAP_2006_8_10413,3a13-9e03-8109-0023,0,0,0,0,0
40465,LEAP_2006_8_10413,dbc7-1c37-35fd-e1f8,0,0.6,0,3.106325067,0
40466,LEAP_2006_8_10413,9f6b-7d55-4edf-3f0b,0,-0.4,0.9,3.160226524,0
40467,LEAP_2006_8_10413,20e2-689d-b7c6-528a,0,0,0,0,0
40468,LEAP_2006_8_10413,2d70-c601-74c1-0594,0,0,0,0,0
40469,LEAP_2006_8_10413,5eb4-3a39-73f3-372b,0,0,0,0,0
40470,Mercury_7084263,f4d3-fd82-31d1-855c,0,0,0,0,1
40471,Mercury_7084263,eaa0-f52c-974e-0416,0,0.6,0,3.187331327,1
40472,Mercury_7084263,7ebb-b2ef-dfe8-f005,0.6,0.6,0.3,3.085970674,1
40473,Mercury_7084263,3bc5-accc-98e5-d39d,0.6,0.6,0.3,3.381938283,1
40474,Mercury_7084263,564e-eb72-a12b-dbaa,0,0,0,0,0
40475,Mercury_7084263,55de-6e39-fe84-2395,0,0,0,0,0
40476,Mercury_7084263,20ce-6e2d-5689-613b,0,0,0,0,0
40477,Mercury_7084263,8e6a-f3f8-6993-4252,0.6,0,0,3.796304857,0
40478,Mercury_7084263,6356-35ea-f51a-4067,0,0,0,3.519002388,0
40479,Mercury_7084263,c0ad-4856-2d41-4fa9,0,0,0,4.8,0
40480,Mercury_7084263,12c7-b9fb-958a-b4af,0,0,0,0,0
40481,Mercury_7084263,4850-3bd5-960b-0b9a,0.6,-0.269047619,0.6,2.470195738,0
40482,Mercury_7084263,201e-2c79-1f50-1838,0,0,0,3.426404189,0
40483,Mercury_7084263,264c-58db-a41c-9483,0.6,0,0,4.2,0
40484,Mercury_7084263,e8be-1ae3-8fb2-cd7a,0,0,0,0,0
40485,Mercury_7084263,818d-dd35-8a71-3881,0,0,0,0,0
40486,Mercury_7084263,0e4d-8333-846f-9fd9,0,0,0,0,0
40487,Mercury_7084263,1f37-479f-42cb-30b2,0,0,0,3.719269573,0
40488,Mercury_7084263,c18b-555b-6641-05d4,0,0,0,0,0
40489,Mercury_7084263,25c2-2137-94f8-4d9b,0,0,0,0,0
40490,Mercury_7084263,a65e-9ac4-5d0e-ac50,0.6,0,0,4.2,0
40491,Mercury_7084263,7782-71ee-3c2e-0c81,0,0,0,0,0
40492,Mercury_7084263,85d2-d559-7a0a-aa1d,0,0.357023275,0,3.358859272,0
40493,Mercury_7084263,bf03-6c3f-868d-8a38,0,0,0,0,0
40494,Mercury_7084263,2e11-d6bb-e234-8ba8,0.6,0,0,4.2,0
40495,Mercury_7084263,0027-eb13-b447-05fb,0,0.357023275,0,3.693665664,0
40496,Mercury_7084263,b557-2178-a7c4-51aa,0,0,0,0,0
40497,Mercury_7084263,77c1-521e-9130-94a2,0,0,0,3.876686497,0
40498,Mercury_7084263,20e2-689d-b7c6-528a,0,0,0,3.753027883,0
40499,Mercury_7084263,75e5-d0aa-9512-f33c,0,0,0,0,0
40500,NYSEDREGENTS_2011_8_21,53c9-c2db-4ce8-b094,0.6,0.6,0,3.6,1
40501,NYSEDREGENTS_2011_8_21,1442-84a1-b888-97d4,0,0,0,4.8,0
40502,NYSEDREGENTS_2011_8_21,673d-b928-1d98-7e31,0,0,0,0,0
40503,NYSEDREGENTS_2011_8_21,4172-46aa-e465-534f,0,0,0,4.081070362,0
40504,NYSEDREGENTS_2011_8_21,6c0f-ee50-8f2c-401e,0,0,0,4.8,0
40505,NYSEDREGENTS_2011_8_21,7763-e225-ec04-d3c9,0,0,0,0,0
40506,NYSEDREGENTS_2011_8_21,7d5f-5e63-dd7d-4096,0,0,0,0,0
40507,NYSEDREGENTS_2011_8_21,e239-85c0-ba15-ab7e,0,0,0,0,0
40508,NYSEDREGENTS_2011_8_21,2ae0-ee99-8973-1ce6,0,0,0,0,0
40509,NYSEDREGENTS_2011_8_21,88b6-8bff-95aa-75e1,0,0,0,4.8,0
40510,NYSEDREGENTS_2011_8_21,40a4-4ed8-84b0-66b3,0,0,0,0,0
40511,NYSEDREGENTS_2011_8_21,b9de-bcf9-a310-3c14,0,0,0,4.8,0
40512,NYSEDREGENTS_2011_8_21,200e-dfdd-5b47-744d,0,0,0,4.8,0
40513,NYSEDREGENTS_2011_8_21,20e2-689d-b7c6-528a,0,0,0,0,0
40514,NYSEDREGENTS_2011_8_21,2702-7db2-6eb1-e03f,0,0,0,4.8,0
40515,NYSEDREGENTS_2011_8_21,8370-394e-7d79-4c14,0,0,0,0,0
40516,NYSEDREGENTS_2011_8_21,f6ea-4ae1-b63c-9db7,0,0,0,4.8,0
40517,NYSEDREGENTS_2011_8_21,8b34-c608-11eb-74bc,0,0,0,0,0
40518,NYSEDREGENTS_2011_8_21,9264-09ee-a495-1260,0,0,0,4.8,0
40519,NYSEDREGENTS_2011_8_21,1bed-956c-9b6f-cb9e,0,0,0,4.567231581,0
40520,NYSEDREGENTS_2011_8_21,501b-0b6d-449d-76ba,0,0,0,0,0
40521,NYSEDREGENTS_2011_8_21,816a-0510-1046-441e,0,0,0,4.8,0
40522,NYSEDREGENTS_2011_8_21,b624-988e-7c08-0283,0,0,0,4.8,0
40523,NYSEDREGENTS_2011_8_21,8da8-6e3f-a4bd-30b0,0,0,0,4.8,0
40524,NYSEDREGENTS_2011_8_21,e699-3aa0-0cda-d7c8,0,0,0,0,0
40525,NYSEDREGENTS_2011_8_21,15d0-37f8-6ef6-2fff,0,0,0,0,0
40526,NYSEDREGENTS_2011_8_21,84b4-2c8a-8996-0366,0,0,0,0,0
40527,NYSEDREGENTS_2011_8_21,18c9-8e1d-c07f-850a,0,0,0,4.8,0
40528,NYSEDREGENTS_2011_8_21,80b5-a7a6-1624-fb3f,0,0,0,0,0
40529,NYSEDREGENTS_2011_8_21,1ea4-b6ed-401d-24bb,0,0,0,4.8,0
40530,TIMSS_2011_8_pg28,945e-0e1f-c176-fbd2,0,0.6,0,3.561282275,1
40531,TIMSS_2011_8_pg28,f1e3-1d2a-178c-681e,0.6,0.6,0,2.877341483,1
40532,TIMSS_2011_8_pg28,faf4-fd1f-ae95-66ac,0,0,0,0,1
40533,TIMSS_2011_8_pg28,a7df-c7f4-a32a-2010,0.6,0,0,4.2,1
40534,TIMSS_2011_8_pg28,176f-d61d-d95a-353c,0,0,0,4.474699787,1
40535,TIMSS_2011_8_pg28,9d3e-05a6-f555-db18,0.128571429,0,0,2.599780606,1
40536,TIMSS_2011_8_pg28,c2e8-68f1-5e2e-e707,1.8,0,0,3,1
40537,TIMSS_2011_8_pg28,e508-1667-1e46-8ba6,0,0,0,4.8,1
40538,TIMSS_2011_8_pg28,16ce-a772-1577-f0e3,0,0,0,4.8,0
40539,TIMSS_2011_8_pg28,244b-03a0-929e-0095,1.764285714,0,0,2.004714188,0
40540,TIMSS_2011_8_pg28,c04d-741d-16ea-6e15,0,0,0,0,0
40541,TIMSS_2011_8_pg28,b481-9087-8ebc-502d,0,0,0,4.8,0
40542,TIMSS_2011_8_pg28,f78c-b282-3ea9-153e,0,0,0,0,0
40543,TIMSS_2011_8_pg28,a0a7-ea47-a76f-1d88,0,0,0,0,0
40544,TIMSS_2011_8_pg28,a600-85f6-3460-2665,0.6,0,0,2.611840797,0
40545,TIMSS_2011_8_pg28,b79e-666e-ccf1-f45c,0,0,0,0,0
40546,TIMSS_2011_8_pg28,8ede-b97f-4349-074f,0,0,0,0,0
40547,TIMSS_2011_8_pg28,f083-819f-4cc4-3f6c,0,0,0,0,0
40548,TIMSS_2011_8_pg28,af39-03e4-dbfe-22bc,0,0,0,0,0
40549,TIMSS_2011_8_pg28,14c4-c640-5d74-79a3,0,0,0,0,0
40550,TIMSS_2011_8_pg28,ab2d-d7ee-ac33-9276,0,0,0,4.8,0
40551,TIMSS_2011_8_pg28,d1e4-c4e1-111b-0f34,0,0,0,4.8,0
40552,TIMSS_2011_8_pg28,ef49-c852-8727-d2dd,0,0,0,0,0
40553,TIMSS_2011_8_pg28,efc7-41dd-faac-fefe,0,0,0,0,0
40554,TIMSS_2011_8_pg28,4bc1-99e4-3bcc-aac0,0,0,0,0,0
40555,TIMSS_2011_8_pg28,e5ad-f4c8-aca4-466f,0,0,0,4.8,0
40556,TIMSS_2011_8_pg28,cfb3-f3ae-f0d8-b6ca,0,0,0,4.8,0
40557,TIMSS_2011_8_pg28,1555-4838-9975-ec1c,0,0,0,0,0
40558,TIMSS_2011_8_pg28,440e-272e-8e84-6b1e,0,0,0,0,0
40559,TIMSS_2011_8_pg28,9349-71b6-e9b8-fd21,0,0,0,4.8,0
40560,Mercury_SC_408048,0c02-ef0b-7f35-1468,0,0.6,0,4.2,1
40561,Mercury_SC_408048,10ce-c060-90b9-b748,0,0,0,4.8,1
40562,Mercury_SC_408048,4253-4b9e-1e5f-1742,0,0,0,4.8,1
40563,Mercury_SC_408048,9d3e-05a6-f555-db18,0,0,0,0,1
40564,Mercury_SC_408048,57d4-79ba-a97d-0f9a,0,0,0,4.8,1
40565,Mercury_SC_408048,360a-b24c-3306-9b73,0,0.137054061,0.6,4.2,1
40566,Mercury_SC_408048,1992-cbd3-6534-a7f7,0,0,0,4.600400723,1
40567,Mercury_SC_408048,ed09-025e-89b8-d48f,0,0,0,0,1
40568,Mercury_SC_408048,b5b8-ce64-6568-4a6c,0.6,0.328461321,0.3,3.6,1
40569,Mercury_SC_408048,c170-8ed0-d311-238e,1.8,1.659325978,0.6,0.864184175,1
40570,Mercury_SC_408048,155a-a54f-e19a-fab1,0,0,0,4.8,0
40571,Mercury_SC_408048,406d-464a-cfa5-7b67,0,0,0,4.8,0
40572,Mercury_SC_408048,3c3e-7d13-68ab-07e8,0,0,0,0,0
40573,Mercury_SC_408048,99be-2eb4-339a-e865,0,0,0,0,0
40574,Mercury_SC_408048,ff68-4699-0671-f8b7,0,0,0,0,0
40575,Mercury_SC_408048,2e11-d6bb-e234-8ba8,1.2,-0.4,0.9,3,0
40576,Mercury_SC_408048,55de-6e39-fe84-2395,0,0,0,0,0
40577,Mercury_SC_408048,a8e1-376d-a65c-d56c,0.6,0,0,4.2,0
40578,Mercury_SC_408048,ec3f-17e4-7f87-3757,0,0,0,0,0
40579,Mercury_SC_408048,e841-9354-e28c-e157,0,0,0,0,0
40580,Mercury_SC_408048,56cd-812e-1e24-c47a,0.6,0.328461321,0.3,3.6,0
40581,Mercury_SC_408048,83fc-2b11-a88e-56cd,0,0,0,0,0
40582,Mercury_SC_408048,679c-fab2-a001-db1e,0,0,0,0,0
40583,Mercury_SC_408048,4f7d-dbfc-da33-6135,0.6,0.328461321,0.3,3.6,0
40584,Mercury_SC_408048,70e8-113c-aa13-7a72,0.6,0,0,4.2,0
40585,Mercury_SC_408048,da33-1ca6-7580-bda5,0,0,0,0,0
40586,Mercury_SC_408048,df29-0616-310f-2dfb,0,0,0,0,0
40587,Mercury_SC_408048,e8be-1ae3-8fb2-cd7a,1.2,0,0,3.6,0
40588,Mercury_SC_408048,122e-b36b-0183-80c7,0,0,0,0,0
40589,Mercury_SC_408048,3686-5795-31e5-b5e0,0,0,0,0,0
40590,Mercury_SC_LBS10264,a53c-6387-9cc9-d3e1,1.2,0.6,0,3,1
40591,Mercury_SC_LBS10264,6612-fa0b-cd41-ce24,0.6,0,0,4.2,1
40592,Mercury_SC_LBS10264,4710-c993-7a19-bef2,0,0,0,0,1
40593,Mercury_SC_LBS10264,5611-cf44-6cd6-2aed,0,0,0,0,1
40594,Mercury_SC_LBS10264,0c02-ef0b-7f35-1468,0,0,0,4.8,1
40595,Mercury_SC_LBS10264,ccdf-6c73-fb7c-ab36,0.6,0,0,4.2,1
40596,Mercury_SC_LBS10264,1966-99de-7765-39de,0,0,0,4.8,1
40597,Mercury_SC_LBS10264,3a44-7b6a-8b5c-d15f,0,0,0,4.8,1
40598,Mercury_SC_LBS10264,6cd3-9d8e-f58c-d4fc,0,0,0,4.8,1
40599,Mercury_SC_LBS10264,1992-cbd3-6534-a7f7,0.6,0,0,4.2,1
40600,Mercury_SC_LBS10264,ed09-025e-89b8-d48f,0,0,0,0,1
40601,Mercury_SC_LBS10264,87a0-dd02-dd6d-ee60,0,0,0,0,1
40602,Mercury_SC_LBS10264,6a6c-3183-436e-898b,0,0,0,0,1
40603,Mercury_SC_LBS10264,f3f5-fefd-3507-4a59,0,0,0,0,1
40604,Mercury_SC_LBS10264,d390-3d50-786d-4e9f,0,0,0,4.265737099,1
40605,Mercury_SC_LBS10264,1fc5-ddc7-1c8e-b374,0.825,0,0,3.6,0
40606,Mercury_SC_LBS10264,7b4d-e548-3faa-e50f,0,0,0,0,0
40607,Mercury_SC_LBS10264,0b8a-d16a-4a24-14c5,0.6,0,0,3.920431872,0
40608,Mercury_SC_LBS10264,ebfa-fdba-ed2f-9afe,0,0,0,0,0
40609,Mercury_SC_LBS10264,d1e4-c4e1-111b-0f34,0,0,0,0,0
40610,Mercury_SC_LBS10264,142e-2fac-bb31-2e5d,0,0,0,0,0
40611,Mercury_SC_LBS10264,59a4-b2fa-5937-4f14,0.6,0,0,4.2,0
40612,Mercury_SC_LBS10264,349d-dd0e-2deb-7b57,0,0,0,0,0
40613,Mercury_SC_LBS10264,12b0-7f93-128f-6965,0.6,0,0,4.2,0
40614,Mercury_SC_LBS10264,dd4a-59cf-dde4-11b2,0,0,0,0,0
40615,Mercury_SC_LBS10264,6cf8-4a91-b857-9203,0,0,0,0,0
40616,Mercury_SC_LBS10264,c457-baf0-ed17-9213,0,0,0,4.8,0
40617,Mercury_SC_LBS10264,578b-10b3-d171-7b7c,0,0,0,0,0
40618,Mercury_SC_LBS10264,c31f-f938-8a69-233b,0.5375,0,0,4.2,0
40619,Mercury_SC_LBS10264,a400-d150-a8db-cc9d,0.6,0,0,3.963468617,0
40620,TIMSS_2011_8_pg14,acf6-d100-2553-e4ac,0.6,0,0,3.450464869,1
40621,TIMSS_2011_8_pg14,5eb4-3a39-73f3-372b,1.8,0.6,0,2.4,1
40622,TIMSS_2011_8_pg14,96b0-206c-fac5-d7e1,0,0,0,0,0
40623,TIMSS_2011_8_pg14,39b9-9637-538d-0d33,0,0,0,0,0
40624,TIMSS_2011_8_pg14,4bdd-b1f1-65a1-6f00,1.2,0,0,3.113017298,0
40625,TIMSS_2011_8_pg14,5d70-6756-e9f5-5ef0,0,0,0,0,0
40626,TIMSS_2011_8_pg14,87f9-3bab-fa6f-f24c,0.6,0,0,4.2,0
40627,TIMSS_2011_8_pg14,526c-f577-e8db-5c18,0,0,0,0,0
40628,TIMSS_2011_8_pg14,eb72-192f-4ed4-b1de,0.6,0,0,4.040645051,0
40629,TIMSS_2011_8_pg14,4916-08e1-51ef-8c63,0,0,0,0,0
40630,TIMSS_2011_8_pg14,e5e5-2310-290c-6a3f,0,0,0,0,0
40631,TIMSS_2011_8_pg14,c170-8ed0-d311-238e,0,0,0,0,0
40632,TIMSS_2011_8_pg14,9d58-09eb-11bc-2be6,1.2,0,0,3.6,0
40633,TIMSS_2011_8_pg14,3a7a-4175-a1b7-db73,0,0,0,0,0
40634,TIMSS_2011_8_pg14,615b-8fca-7958-d93e,0.6,0,0,3.856852159,0
40635,TIMSS_2011_8_pg14,42d5-c036-5d21-b206,0,0,0,0,0
40636,TIMSS_2011_8_pg14,bc73-cebe-d7eb-4b39,0,0,0,4.8,0
40637,TIMSS_2011_8_pg14,d967-43ba-2f93-e066,0,0,0,0,0
40638,TIMSS_2011_8_pg14,4253-4b9e-1e5f-1742,1.2,0,0,3.387986995,0
40639,TIMSS_2011_8_pg14,9a31-6857-9a85-8828,0.6,0,0,3.791693543,0
40640,TIMSS_2011_8_pg14,d043-a668-7b2c-fc6f,1.2,0,0,3.192769605,0
40641,TIMSS_2011_8_pg14,1201-f310-a3c3-b88d,0,0,0,0,0
40642,TIMSS_2011_8_pg14,9d3e-05a6-f555-db18,0,0,0,0,0
40643,TIMSS_2011_8_pg14,3076-bb8a-1b40-3520,1.2,0,0,3.6,0
40644,TIMSS_2011_8_pg14,1cc0-03b5-7043-65ba-DEP,0.6,0,0,3.648621326,0
40645,TIMSS_2011_8_pg14,d36b-ddb0-d3fe-b18f,0,0,0,0,0
40646,TIMSS_2011_8_pg14,0c6c-e0fe-511c-38f9,0.6,0,0,3.856852159,0
40647,TIMSS_2011_8_pg14,284a-87d1-15e3-b74b,0,0,0,0,0
40648,TIMSS_2011_8_pg14,5234-1582-276f-00f6,0,0,0,4.8,0
40649,TIMSS_2011_8_pg14,5003-5988-8e84-ea8d,0,0,0,4.8,0
40650,NYSEDREGENTS_2004_4_29,5875-4a46-39fe-053f,0.6,0,0,4.2,1
40651,NYSEDREGENTS_2004_4_29,fc64-bcd7-4282-619e,0,0,0,0,1
40652,NYSEDREGENTS_2004_4_29,2fb0-d5a7-c5bb-eb92,0.6,-0.4,1.2,3.6,1
40653,NYSEDREGENTS_2004_4_29,1c0e-a081-e0b7-5a99,0,0,0,0,0
40654,NYSEDREGENTS_2004_4_29,c408-fd09-500e-0867,0,0.6,0.3,4.2,0
40655,NYSEDREGENTS_2004_4_29,e6fb-12a1-939d-e850,0,0,0,4.8,0
40656,NYSEDREGENTS_2004_4_29,c93c-da5e-b4d9-3441,0,0,0,0,0
40657,NYSEDREGENTS_2004_4_29,b7eb-bd24-9305-4e54,0,0,0,0,0
40658,NYSEDREGENTS_2004_4_29,dcf5-2c9e-ba31-2aa0,0,0,0,0,0
40659,NYSEDREGENTS_2004_4_29,fd6c-b63c-28aa-c1e2,0,0,0,0,0
40660,NYSEDREGENTS_2004_4_29,010a-f960-ad4b-537c,0.6,0,0,4.2,0
40661,NYSEDREGENTS_2004_4_29,d951-095d-6862-917c,0,0,0,0,0
40662,NYSEDREGENTS_2004_4_29,7db0-1827-aaaa-cc30,1.8,0,0,3,0
40663,NYSEDREGENTS_2004_4_29,fd56-73df-1f6f-e1bc,0,0,0,0,0
40664,NYSEDREGENTS_2004_4_29,56d5-e12f-04d1-a637,0,0.6,0.3,4.2,0
40665,NYSEDREGENTS_2004_4_29,f542-77fe-59a4-e55f,0.6,0,0,4.2,0
40666,NYSEDREGENTS_2004_4_29,e4df-dd99-74d8-ede4,1.2,0,0,3.6,0
40667,NYSEDREGENTS_2004_4_29,f1c8-91e3-fc1f-078b,0,0,0,0,0
40668,NYSEDREGENTS_2004_4_29,9294-541c-2211-ce63,0.6,0,0,4.2,0
40669,NYSEDREGENTS_2004_4_29,bb53-e6b9-76fc-c48d,0,0,0,4.237073998,0
40670,NYSEDREGENTS_2004_4_29,6567-a1de-cf55-de30,1.2,0,0,3.6,0
40671,NYSEDREGENTS_2004_4_29,1900-f929-b3a7-b605,1.2,0,0,3.6,0
